1570732341330182981	,2026032422001882981449774135	,T50060NP5103526718105367913	,跨境儿童记忆游戏机 益智玩具 创意互动游戏闪光记忆训练游戏机	,2026-03-24 11:51:22,**宇(wmy***@163.com)	,10.91,0.00,1564.57,支付宝,其它,跨境儿童记忆游戏机 益智玩具 创意互动游戏闪光记忆训练游戏机	
1570734452986991870	,2026032410002001870586063714	,FI960100FDO008626032402412330210	,	,2026-03-24 11:51:24,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,1564.55,支付宝,其它,1688增值服务-1688-极速周转-服务费(5103526718105367913)	
1570731363162812901	,2026032423001812901400670828	,T50060NP3291828999358401668	,Fidget Pad减压手柄 陀螺魔方二代游戏手柄指尖游戏创意解压玩具	,2026-03-24 11:58:03,**红(187***@163.com)	,878.50,0.00,2443.05,支付宝,其它,Fidget Pad减压手柄 陀螺魔方二代游戏手柄指尖游戏创意解压玩具	
1570734507256491870	,2026032410002001870585959749	,FI960100FDO012426032402416289432	,	,2026-03-24 11:58:05,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-1.58,2441.47,支付宝,其它,1688增值服务-1688-极速周转-服务费(3291828999358401668)	
1570728727813077941	,2026032422001877941447444019	,T50060NP3291824139918296486	,跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-24 13:14:29,***********（*****）(ywx***@163.com)	,13.70,0.00,2455.17,支付宝,其它,跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	
1570734492944191870	,2026032410002001870586022328	,FI960100FDO011326032402405799647	,	,2026-03-24 13:14:31,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,2455.15,支付宝,其它,1688增值服务-1688-极速周转-服务费(3291824139918296486)	
1570734431945591870	,BO2026032460586914870205	,HJCAEB==500000066940001031==6378302905380176	,	,2026-03-24 13:33:47,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,2455.08,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3290615436902701764(3290615436902701764)_扣款）	
1570734439216691870	,BO2026032460788144870205	,HJCAEB==500000066940001031==6378260064920176	,	,2026-03-24 13:33:51,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,2455.05,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5100770162468769919(5100770162468769919)_扣款）	
1570734492008491870	,2026032410002001870585921904	,202603240125100000008700159316324	,	,2026-03-24 13:33:56,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.03,2455.02,支付宝,其它,1688增值买家保障服务费-3290746908111296486（单笔主订单各SKU子单的总费用）	
1570734650080691870	,BO2026032460620621870205	,HJCAEB==500000067800015031==6378263565750176	,	,2026-03-24 13:34:56,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,2454.97,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3289973127543268586:3289973127543268586)扣款）	
1570734491167291870	,2026032410002001870585829666	,202603240125100000008700159276675	,	,2026-03-24 13:34:58,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.03,2454.94,支付宝,其它,1688增值买家保障服务费-3290619684577047976（单笔主订单各SKU子单的总费用）	
1570734504002991870	,2026032410002001870585890639	,202603240125100000008700159287153	,	,2026-03-24 13:35:08,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.08,2454.86,支付宝,其它,1688增值买家保障服务费-3290650645379744580（单笔主订单各SKU子单的总费用）	
1570734466234091870	,2026032410002001870585960910	,202603240125100000008700159213972	,	,2026-03-24 13:35:11,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.11,2454.75,支付宝,其它,1688增值买家保障服务费-5101129729241672512（单笔主订单各SKU子单的总费用）	
1570734490061391870	,2026032410002001870586016433	,202603240125100000008700159167629	,	,2026-03-24 13:36:38,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.13,2454.62,支付宝,其它,1688增值买家保障服务费-3290027451116905880（单笔主订单各SKU子单的总费用）	
1571123731120800191	,2026032410002001190560237186	,02960100030062426032400892803461	,	,2026-03-24 13:38:08,****y	,17.00,0.00,2471.62,支付宝,其它,1688增值服务-先采后付保理贴现:5103184071933568307	
1571202069224900521	,2026032410002001520594511455	,02960100030062426032400892810129	,	,2026-03-24 13:38:09,****y	,11.00,0.00,2482.62,支付宝,其它,1688增值服务-先采后付保理贴现:3291699939274528966	
1571166377653600411	,2026032410002001410537822137	,02960100030062426032400892798571	,	,2026-03-24 13:38:09,****y	,37.00,0.00,2519.62,支付宝,其它,1688增值服务-先采后付保理贴现:3291694719507483476	
1570734436668391870	,2026032410002001870585929460	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892803461	,	,2026-03-24 13:38:10,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.10,2519.52,支付宝,其它,1688增值服务-先采后付提前回款费用-5103184071933568307	
1570734432586591870	,2026032410002001870585973957	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892798571	,	,2026-03-24 13:38:10,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.21,2519.31,支付宝,其它,1688增值服务-先采后付提前回款费用-3291694719507483476	
1570734478453591870	,2026032410002001870585880170	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892810129	,	,2026-03-24 13:38:10,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.06,2519.25,支付宝,其它,1688增值服务-先采后付提前回款费用-3291699939274528966	
1571109520311600021	,2026032410002001020587188965	,02960100030062426032400892812233	,	,2026-03-24 13:40:28,****y	,39.00,0.00,2558.25,支付宝,其它,1688增值服务-先采后付保理贴现:3291595106844927488	
1571135849344600741	,2026032410002001740595316900	,02960100030062426032400892810257	,	,2026-03-24 13:40:28,****y	,34.00,0.00,2592.25,支付宝,其它,1688增值服务-先采后付保理贴现:3291701774058442558	
1570734439218791870	,2026032410002001870585981382	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892812233	,	,2026-03-24 13:40:29,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.23,2592.02,支付宝,其它,1688增值服务-先采后付提前回款费用-3291595106844927488	
1570734463125991870	,2026032410002001870585920207	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892810257	,	,2026-03-24 13:40:29,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.20,2591.82,支付宝,其它,1688增值服务-先采后付提前回款费用-3291701774058442558	
1571108549663700571	,2026032410002001570576781346	,02960100030062426032400892809377	,	,2026-03-24 13:41:09,****y	,153.72,0.00,2745.54,支付宝,其它,1688增值服务-先采后付保理贴现:5103150987464522748	
1570734648499891870	,2026032410002001870585913739	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892809377	,	,2026-03-24 13:41:11,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.89,2744.65,支付宝,其它,1688增值服务-先采后付提前回款费用-5103150987464522748	
1571117212749100151	,2026032410002001150548391099	,02960100030062426032400892805765	,	,2026-03-24 13:46:43,****y	,10.73,0.00,2755.38,支付宝,其它,1688增值服务-先采后付保理贴现:3290619684577047976	
1570734426114291870	,2026032410002001870586121702	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892805765	,	,2026-03-24 13:46:44,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.06,2755.32,支付宝,其它,1688增值服务-先采后付提前回款费用-3290619684577047976	
1570734462459291870	,2026032410002001870586115543	,202603240125100000008700159159908	,	,2026-03-24 13:46:46,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.05,2755.27,支付宝,其它,1688增值服务-先采后付服务费:3290619684577047976-跨境儿童投影仪故事机早教认知睡前故事	
1570750514793418741	,2026032423001818741419128247	,T50060NP3291892610386143087	,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	,2026-03-24 13:50:00,**进(174***@qq.com)	,14.00,0.00,2769.27,支付宝,其它,跨境儿童投影仪故事机早教认知睡前故事照明图案投影手电筒玩具	
1571090500624300731	,2026032410002001730576288233	,02960100030062426032400892817701	,	,2026-03-24 13:50:49,****y	,26.65,0.00,2795.92,支付宝,其它,1688增值服务-先采后付保理贴现:3290027451116905880	
1570734466838391870	,2026032410002001870585956052	,FI960100FDO009526032402405843923	,	,2026-03-24 13:50:02,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.03,2795.89,支付宝,其它,1688增值服务-1688-极速周转-服务费(3291892610386143087)	
1570734471208691870	,2026032410002001870585932493	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892817701	,	,2026-03-24 13:50:50,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.15,2795.74,支付宝,其它,1688增值服务-先采后付提前回款费用-3290027451116905880	
1570734483951891870	,2026032410002001870586108034	,202603240125100000008700159354711	,	,2026-03-24 13:50:51,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.13,2795.61,支付宝,其它,1688增值服务-先采后付服务费:3290027451116905880-Fidget Pad减压手柄 陀螺魔方二代游戏手柄指	
1571201851310600521	,2026032410002001520594531566	,02960100030062426032400892837069	,	,2026-03-24 13:51:47,****y	,27.33,0.00,2822.94,支付宝,其它,1688增值服务-先采后付保理贴现:5100641031104470501	
1570734481609691870	,2026032410002001870586126067	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892837069	,	,2026-03-24 13:51:48,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.16,2822.78,支付宝,其它,1688增值服务-先采后付提前回款费用-5100641031104470501	
1570734466236991870	,2026032410002001870586081419	,202603240125100000008700159037564	,	,2026-03-24 13:51:50,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.14,2822.64,支付宝,其它,1688增值服务-先采后付服务费:5100641031104470501-跨境搞笑搞怪整蛊整盅聚会亲子互动游戏	
1570734438384591870	,BO2026032460661979870205	,HJCAEB==500000066940001031==6378299189320176	,	,2026-03-24 13:51:50,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.13,2822.51,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5100641031104470501(5100641031104470501)_扣款）	
1570787391234709501	,2026032423001809501457818234	,T50060NP3292320577594645558	,可咬兔子手摇铃玩具新生儿抓握训练宝宝益智0-1-2岁3婴儿6-12个月	,2026-03-24 13:53:15,**涛(190******30)	,23.00,0.00,2845.51,支付宝,其它,可咬兔子手摇铃玩具新生儿抓握训练宝宝益智0-1-2岁3婴儿6-12个月	
1571233116275300891	,2026032410002001890539676550	,02960100030062426032400892810919	,	,2026-03-24 13:53:18,****y	,92.00,0.00,2937.51,支付宝,其它,1688增值服务-先采后付保理贴现:5100358251314471511	
1570734473564491870	,2026032410002001870586067555	,FI960100FDO010926032402412546055	,	,2026-03-24 13:53:17,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.04,2937.47,支付宝,其它,1688增值服务-1688-极速周转-服务费(3292320577594645558)	
1570734418902791870	,2026032410002001870586030775	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892810919	,	,2026-03-24 13:53:19,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.53,2936.94,支付宝,其它,1688增值服务-先采后付提前回款费用-5100358251314471511	
1570734468222691870	,2026032410002001870586092337	,202603240125100000008700159251670	,	,2026-03-24 13:53:21,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.46,2936.48,支付宝,其它,1688增值服务-先采后付服务费:5100358251314471511-现货16按键语音发声盒整蛊搞怪发声器音乐	
1570734483952891870	,BO2026032460775141870205	,HJCAEB==500000067800015031==6378345840680176	,	,2026-03-24 13:53:22,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.52,2935.96,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5100358251314471511:5100358251314471511)扣款）	
1571091134151200921	,2026032410002001920595440800	,02960100030062426032400892826683	,	,2026-03-24 13:54:51,****y	,23.00,0.00,2958.96,支付宝,其它,1688增值服务-先采后付保理贴现:5101129729241672512	
1570734498548991870	,2026032410002001870585930994	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892826683	,	,2026-03-24 13:54:52,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.13,2958.83,支付宝,其它,1688增值服务-先采后付提前回款费用-5101129729241672512	
1570734506348091870	,2026032410002001870585880197	,202603240125100000008700159257664	,	,2026-03-24 13:54:53,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.12,2958.71,支付宝,其它,1688增值服务-先采后付服务费:5101129729241672512-跨境亚马逊智慧魔珠闯关金字塔拼盘儿童	
1570734460290591870	,BO2026032460823887870205	,HJCAEB==500000066940001031==6378622738200176	,	,2026-03-24 15:06:31,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,2958.68,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3290223614827622476(3290223614827622476)_扣款）	
1570734477006891870	,BO2026032460817531870205	,HJCAEB==500000066940001031==6378599675870176	,	,2026-03-24 15:06:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.04,2958.64,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3290630413200415381(3290630413200415381)_扣款）	
1570734432603791870	,2026032410002001870585872049	,202603240125100000008700159553295	,	,2026-03-24 15:06:33,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.11,2958.53,支付宝,其它,1688增值买家保障服务费-3290205435460179088（单笔主订单各SKU子单的总费用）	
1570764634539374101	,2026031422001874101405652243	,T50060NP3290647945475217068	,跨境新品 高尔夫球杆迷你套装亲子户外休闲运动玩具 现货批发	,2026-03-24 15:07:54,上海沁爵网络技术有限公司(epeansmt101@163.com)	,42.56,0.00,3001.09,支付宝,其它,跨境新品 高尔夫球杆迷你套装亲子户外休闲运动玩具 现货批发	
1570734661384691870	,BO2026032460726426870205	,HJCAEB==500000067800015031==6378603879390176	,	,2026-03-24 15:07:57,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.08,3001.01,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3290647945475217068:3290647945477217068)扣款）	
1570734503411791870	,BO2026032460863939870205	,HJCAEB==500000067800015031==6378640508630176	,	,2026-03-24 15:07:57,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.12,3000.89,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3290647945475217068:3290647945476217068)扣款）	
1570734480761691870	,2026032410002001870585866353	,202603240125100000008700159202720	,	,2026-03-24 15:09:11,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-1.92,2998.97,支付宝,其它,1688增值买家保障服务费-3290011755549887151（单笔主订单各SKU子单的总费用）	
1571149719338300391	,2026032410002001390538106163	,02960100030062426032400892989255	,	,2026-03-24 15:15:26,****y	,28.50,0.00,3027.47,支付宝,其它,1688增值服务-先采后付保理贴现:3290689489929171352	
1570734501011391870	,2026032410002001870585904598	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400892989255	,	,2026-03-24 15:15:28,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.17,3027.30,支付宝,其它,1688增值服务-先采后付提前回款费用-3290689489929171352	
1570734455266191870	,2026032410002001870586067714	,202603240125100000008700159587088	,	,2026-03-24 15:15:29,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.14,3027.16,支付宝,其它,1688增值服务-先采后付服务费:3290689489929171352-跨境电动声光大泡量园林灯吹泡泡露营节	
1570734422288491870	,BO2026032460948253870205	,HJCAEB==500000067800015031==6378624373270176	,	,2026-03-24 15:15:29,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.14,3027.02,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3290689489929171352:3290689489929171352)扣款）	
1570736369811472751	,2026032422001872751456924549	,T50060NP5103864901470007503	,儿童存钱罐 机械密码迷你保险箱硬币储钱储蓄罐玩具创意礼品跨境	,2026-03-24 15:37:26,**林(181******77)	,165.40,0.00,3192.42,支付宝,其它,儿童存钱罐 机械密码迷你保险箱硬币储钱储蓄罐玩具创意礼品跨境	
1570734470497591870	,2026032410002001870585962988	,FI960100FDO001526032402406055989	,	,2026-03-24 15:37:28,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.30,3192.12,支付宝,其它,1688增值服务-1688-极速周转-服务费(5103864901470007503)	
1570737261569574681	,2026032422001874681413544234	,T50060NP5103818208443925234	,跨境新品便携式益智五子棋游戏户外玩具桌面游戏学生桌游互动玩具	,2026-03-24 16:30:09,*棒(che***@live.com)	,122.00,0.00,3314.12,支付宝,其它,跨境新品便携式益智五子棋游戏户外玩具桌面游戏学生桌游互动玩具	
1570734671289991870	,2026032410002001870586120047	,FI960100FDO001226032402412830986	,	,2026-03-24 16:30:11,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.22,3313.90,支付宝,其它,1688增值服务-1688-极速周转-服务费(5103818208443925234)	
1570734470509391870	,BO2026032461168715870205	,HJCAEB==500000067800015031==6378942816760176	,	,2026-03-24 16:38:00,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.14,3313.76,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5100790502755128924:5100790502755128924)扣款）	
1570728194140385831	,2026032422001885831456284524	,T50060NP3291945098127361665	,可咬兔子手摇铃玩具新生儿抓握训练宝宝益智0-1-2岁3婴儿6-12个月	,2026-03-24 16:43:26,**婷(178******75)	,50.00,0.00,3363.76,支付宝,其它,可咬兔子手摇铃玩具新生儿抓握训练宝宝益智0-1-2岁3婴儿6-12个月	
1570734507312091870	,2026032410002001870586178537	,FI960100FDO010326032402416781034	,	,2026-03-24 16:43:27,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.09,3363.67,支付宝,其它,1688增值服务-1688-极速周转-服务费(3291945098127361665)	
1571196304112700501	,2026032410002001500585070127	,02960100030062426032400893125857	,	,2026-03-24 16:48:46,****y	,12.55,0.00,3376.22,支付宝,其它,1688增值服务-先采后付保理贴现:3290281934741986467	
1570734501639191870	,2026032410002001870585995343	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893125857	,	,2026-03-24 16:48:47,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.07,3376.15,支付宝,其它,1688增值服务-先采后付提前回款费用-3290281934741986467	
1570734667805991870	,2026032410002001870586067900	,202603240125100000008700160021820	,	,2026-03-24 16:48:49,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.06,3376.09,支付宝,其它,1688增值服务-先采后付服务费:3290281934741986467-亲子儿童趣味战舰海舰船游戏棋 陆地军事	
1570734451198191870	,BO2026032461006588870205	,HJCAEB==500000066940001031==6378978415190176	,	,2026-03-24 16:48:49,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.08,3376.01,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3290281934741986467(3290281934741986467)_扣款）	
1571149157333600531	,2026032410002001530531799464	,02960100030062426032400893141563	,	,2026-03-24 16:50:05,****y	,17.96,0.00,3393.97,支付宝,其它,1688增值服务-先采后付保理贴现:3290157123289261591	
1570734614744691870	,2026032410002001870585895461	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893141563	,	,2026-03-24 16:50:06,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.10,3393.87,支付宝,其它,1688增值服务-先采后付提前回款费用-3290157123289261591	
1570734667806591870	,2026032410002001870586039323	,202603240125100000008700159707138	,	,2026-03-24 16:50:07,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.09,3393.78,支付宝,其它,1688增值服务-先采后付服务费:3290157123289261591-跨境趣味亲子互动桌面解密游戏休闲策略	
1570734670619791870	,BO2026032461039041870205	,HJCAEB==500000067800015031==6378941466140176	,	,2026-03-24 16:50:08,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.08,3393.70,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3290157123289261591:3290157123289261591)扣款）	
1570732923729668931	,2026032422001868931414241639	,T50060NP5103464583187860330	,跨境新款儿童摇摆球玩具亲子互动比赛游戏男女孩趣味甩臀减压玩具	,2026-03-24 17:02:33,**清(371***@qq.com)	,417.50,0.00,3811.20,支付宝,其它,跨境新款儿童摇摆球玩具亲子互动比赛游戏男女孩趣味甩臀减压玩具	
1570734460311491870	,2026032410002001870585950879	,FI960100FDO001326032402416797160	,	,2026-03-24 17:02:35,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.75,3810.45,支付宝,其它,1688增值服务-1688-极速周转-服务费(5103464583187860330)	
1571098058086500581	,2026032410002001580538843289	,02960100030062426032400893164631	,	,2026-03-24 17:13:20,****y	,18.50,0.00,3828.95,支付宝,其它,1688增值服务-先采后付保理贴现:5103520886677340817	
1571063073608300281	,2026032410002001280575815515	,02960100030062426032400893190085	,	,2026-03-24 17:13:20,****y	,21.63,0.00,3850.58,支付宝,其它,1688增值服务-先采后付保理贴现:5103828865989908021	
1571096045251400931	,2026032410002001930567964817	,02960100030062426032400893166973	,	,2026-03-24 17:13:21,****y	,14.11,0.00,3864.69,支付宝,其它,1688增值服务-先采后付保理贴现:3292447368272211674	
1570771282777807201	,2026032423001807201452285720	,T50060NP5007302965147582740	,现货16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	,2026-03-24 17:13:51,上海天渴网络科技有限公司(skykeywill@sevenparty.com)	,329.00,0.00,4193.69,支付宝,其它,现货16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	
1570734667811191870	,2026032410002001870586120144	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893190085	,	,2026-03-24 17:13:22,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.13,4193.56,支付宝,其它,1688增值服务-先采后付提前回款费用-5103828865989908021	
1570734701115891870	,2026032410002001870586091267	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893164631	,	,2026-03-24 17:13:22,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.11,4193.45,支付宝,其它,1688增值服务-先采后付提前回款费用-5103520886677340817	
1570734673071391870	,2026032410002001870586131418	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893166973	,	,2026-03-24 17:13:23,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.08,4193.37,支付宝,其它,1688增值服务-先采后付提前回款费用-3292447368272211674	
1570734466283091870	,BO2026032461101375870205	,HJCAEB==500000067800015031==6379050727460176	,	,2026-03-24 17:13:53,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.91,4191.46,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5007302965147582740:5007302965147582740)扣款）	
1571233135713100891	,2026032410002001890539720398	,02960100030062426032400893185375	,	,2026-03-24 17:14:37,****y	,21.50,0.00,4212.96,支付宝,其它,1688增值服务-先采后付保理贴现:3292296277733088089	
1570734673766091870	,2026032410002001870586108444	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893185375	,	,2026-03-24 17:14:38,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.12,4212.84,支付宝,其它,1688增值服务-先采后付提前回款费用-3292296277733088089	
1571099784749400701	,2026032410002001700522510300	,02960100030062426032400893172737	,	,2026-03-24 17:15:22,****y	,204.85,0.00,4417.69,支付宝,其它,1688增值服务-先采后付保理贴现:5103599654070651716	
1570734693946791870	,2026032410002001870586031175	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893172737	,	,2026-03-24 17:15:23,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-1.19,4416.50,支付宝,其它,1688增值服务-先采后付提前回款费用-5103599654070651716	
1571129830623500201	,2026032410002001200583736810	,02960100030062426032400893190215	,	,2026-03-24 17:16:55,****y	,187.87,0.00,4604.37,支付宝,其它,1688增值服务-先采后付保理贴现:3291900854823957282	
1570734693947491870	,2026032410002001870586174835	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426032400893190215	,	,2026-03-24 17:16:56,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-1.09,4603.28,支付宝,其它,1688增值服务-先采后付提前回款费用-3291900854823957282	
1570733200981776911	,2026032422001876911409527932	,T50060NP3292375837879253382	,Fidget Pad减压手柄 陀螺魔方二代游戏手柄指尖游戏创意解压玩具	,2026-03-24 17:20:43,********店(zeg***@163.com)	,9.33,0.00,4612.61,支付宝,其它,Fidget Pad减压手柄 陀螺魔方二代游戏手柄指尖游戏创意解压玩具	
1570734468262391870	,2026032410002001870586187729	,FI960100FDO008326032402412962175	,	,2026-03-24 17:20:45,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,4612.59,支付宝,其它,1688增值服务-1688-极速周转-服务费(3292375837879253382)	
1570787318777506581	,2026031423001806581448531558	,T50060NP5101224697873124612	,现货 跨境新款儿童沙滩游泳池戏水游水娃娃 夏日互动电动娃娃水上	,2026-03-24 17:35:00,宁波赫盛电子商务有限公司(hsdianzishangwu@outlook.com)	,368.48,0.00,4981.07,支付宝,其它,现货 跨境新款儿童沙滩游泳池戏水游水娃娃 夏日互动电动娃娃水上	
1570734691345891870	,BO2026032461130098870205	,HJCAEB==500000067800015031==6379110420170176	,	,2026-03-24 17:35:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.99,4979.08,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5101224697873124612:5101224697873124612)扣款）	
1570734666394191870	,BO2026032461172098870205	,HJCAEB==500000066940001031==6379105127770176	,	,2026-03-24 17:35:38,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,4979.05,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3290831580270253382(3290831580270253382)_扣款）	
1570734660544791870	,2026032410002001870586131459	,202603240125100000008700160154657	,	,2026-03-24 17:35:43,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-2.10,4976.95,支付宝,其它,1688增值买家保障服务费-5100519422177030845（单笔主订单各SKU子单的总费用）	
