1570745273151543850	,2026031623001143851430489446	,T200P2701735538001030675	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-26 17:59:03	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.35	,77.48	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(2701735538001030675)扣款	
1570797745504348191	,2026022223001148191447335101	,T200P3255318769120690461	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-26 19:16:20	,A*(AN****OUS)	,25.81	,0.00	,103.29	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570797649141548190	,2026022223001148191447335101	,T200P3255318769120690461	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-26 19:17:04	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.15	,103.14	,支付宝	,交易分账	,基础软件服务费(3255318769120690461)扣款	
1570797598456348190	,2026022223001148191447335101	,T200P3255318769120690461	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-26 19:17:05	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-2.58	,100.56	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3255318769120690461)端内扣款	
1570797754126948190	,2026022223001148191447335101	,T200P3255318769120690461	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-26 19:17:07	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.29	,99.27	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3255318769120690461)扣款	
1570767340384460201	,2026032222001160201447581689	,T200P2701766318085006358	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	,2026-03-26 19:59:43	,*硕(499***@qq.com)	,8.63	,0.00	,107.90	,支付宝	,交易付款	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	
1570767430285660200	,2026032222001160201447581689	,T200P2701766318085006358	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	,2026-03-26 19:59:55	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.05	,107.85	,支付宝	,交易分账	,基础软件服务费(2701766318085006358)扣款	
1570866037313117520	,20260326102551010817520055045469	,26032670657679210822	,	,2026-03-26 21:18:34	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,107.25	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701780575041054259	
1570795025766236441	,2026032323001136441438776804	,T200P2701768981132036563	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具	,2026-03-27 07:47:42	,*蕾(134******74)	,36.00	,0.00	,143.25	,支付宝	,交易付款	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具	
1570795070244636440	,2026032323001136441438776804	,T200P2701768981132036563	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具	,2026-03-27 07:48:02	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,143.03	,支付宝	,交易分账	,基础软件服务费(2701768981132036563)扣款	
1570782964005360461	,2020062310002001520253220215|20260327232831605202	,F-capital-general-C-CG62603279145038596	,	,2026-03-27 07:53:42	,**林(136******21)	,3.00	,0.00	,146.03	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570860987892090520	,2026032700073032521700Y468IS	,vouchercore|2026032700073032521700Y468IS	,	,2026-03-27 07:53:43	,2088************0156	,0.00	,-3.00	,143.03	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M190968880067594	
1570720035511053801	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:38:54	,**萤(130******97)	,218.14	,0.00	,361.17	,支付宝	,交易付款	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	
1570720040221853800	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:39:11	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.50	,360.67	,支付宝	,交易分账	,基础软件服务费(4502126991005327220)扣款	
1570719990604853800	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:39:12	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-8.39	,352.28	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(4502126991005336402)端内扣款	
1570720011312053800	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:39:14	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-4.20	,348.08	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(4502126991005327220)扣款	
1570720096105953800	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:39:25	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.81	,347.27	,支付宝	,交易分账	,基础软件服务费(4502126991005327220)扣款	
1570719992192253800	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:39:26	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-13.42	,333.85	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(4502126991005354048)端内扣款	
1570719987787153800	,2026031422001153801408858592	,T200P4502126991005327220	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具 等多件	,2026-03-27 10:39:27	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-6.71	,327.14	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(4502126991005327220)扣款	
1570800745420379371	,2026032422001179371403684599	,T200P4502182500179021141	,儿童专注力记忆训练游戏机抖音学生锻炼提升益智玩具防呆	,2026-03-27 10:45:27	,**健(139***@139.com)	,8.80	,0.00	,335.94	,支付宝	,交易付款	,儿童专注力记忆训练游戏机抖音学生锻炼提升益智玩具防呆	
1570800696831579370	,2026032422001179371403684599	,T200P4502182500179021141	,儿童专注力记忆训练游戏机抖音学生锻炼提升益智玩具防呆	,2026-03-27 10:46:55	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.05	,335.89	,支付宝	,交易分账	,基础软件服务费(4502182500179021141)扣款	
1570866191176217520	,20260327019130101000520045064270	,20260327009130501000520098641238	,	,2026-03-27 11:56:22	,****y	,0.00	,-335.89	,0.00	,支付宝	,转账	,余额自动转入	
1570747061314101671	,2026031223001101671452860986	,T200P2701717358056008753	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-27 12:29:14	,* FUNG CHU(yap***@msn.com)	,19.32	,0.00	,19.32	,支付宝	,交易付款	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	
1570746993333201670	,2026031223001101671452860986	,T200P2701717358056008753	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-27 12:29:23	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.12	,19.20	,支付宝	,交易分账	,基础软件服务费(2701717358056008753)扣款	
1570746961693401670	,2026031223001101671452860986	,T200P2701717358056008753	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-27 12:29:24	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.93	,17.27	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(2701717358056008753)端内扣款	
1570746990941401670	,2026031223001101671452860986	,T200P2701717358056008753	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-27 12:29:25	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.97	,16.30	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(2701717358056008753)扣款	
1570866152387717520	,20260327102551010517520057062077	,26032770961712210506	,	,2026-03-27 13:33:44	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,15.70	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701794253009020883	
1570866176964417520	,20260327102551010517520056932252	,26032771067995410639	,	,2026-03-27 13:35:10	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,15.10	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701785036031257170	
1570866264700717520	,20260327102551010517520057155510	,26032770639135410365	,	,2026-03-27 13:36:01	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,14.50	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502220120012004206	
1570770951665265591	,2026031622001165591456495659	,T200P2701751269014073557	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	,2026-03-27 13:38:01	,成都屹利莱商贸有限公司(cdlilai@163.com)	,16.78	,0.00	,31.28	,支付宝	,交易付款	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	
1570771039579265590	,2026031622001165591456495659	,T200P2701751269014073557	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	,2026-03-27 13:39:23	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.10	,31.18	,支付宝	,交易分账	,基础软件服务费(2701751269014073557)扣款	
1570793487814915331	,2026031723001115331440514029	,T200P2701747455028120169	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-27 13:42:16	,**桐(xxt***@163.com)	,22.57	,0.00	,53.75	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570742406126812991	,2026031623001112991424904854	,T200P2701748173018093158	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-27 13:42:16	,*菲(138******13)	,41.14	,0.00	,94.89	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570793531079515330	,2026031723001115331440514029	,T200P2701747455028120169	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-27 13:42:27	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.14	,94.75	,支付宝	,交易分账	,基础软件服务费(2701747455028120169)扣款	
1570742373457112990	,2026031623001112991424904854	,T200P2701748173018093158	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-27 13:42:27	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.25	,94.50	,支付宝	,交易分账	,基础软件服务费(2701748173018093158)扣款	
1570800290686348411	,2026031723001148411424915428	,T200P2701751089020001589	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	,2026-03-27 13:42:29	,* DUSHAN JOSEPH(195******52)	,29.80	,0.00	,124.30	,支付宝	,交易付款	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	
1570800412346248410	,2026031723001148411424915428	,T200P2701751089020001589	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	,2026-03-27 13:43:18	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.18	,124.12	,支付宝	,交易分账	,基础软件服务费(2701751089020001589)扣款	
1570866346651017520	,20260327102551010717520057666152	,26032770699612310495	,	,2026-03-27 17:19:42	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,123.52	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701799725002025979	
1570866114189317520	,20260327102551010717520057801721	,26032770776277010502	,	,2026-03-27 17:20:24	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,122.92	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502216199012004017	
1570866072495017520	,20260327102551010717520057993838	,26032770840435610840	,	,2026-03-27 17:20:50	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,122.32	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502227033013004017	
1570866153006817520	,20260327102551010717520058134460	,26032770634436610973	,	,2026-03-27 17:21:11	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,121.72	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号2701800841019224068	
1570794280924541221	,2026031723001141221447972975	,T200P4502163351020013828	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	,2026-03-27 17:37:35	,**祈(159******36)	,46.32	,0.00	,168.04	,支付宝	,交易付款	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	
1570794464864741220	,2026031723001141221447972975	,T200P4502163351020013828	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	,2026-03-27 17:38:08	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.28	,167.76	,支付宝	,交易分账	,基础软件服务费(4502163351020013828)扣款	
1570752609534945571	,2026032523001145571433770508	,T200P2701780069048029376	,新款儿童益智DIY螺丝拼插积木蘑菇钉拼图玩具电钻装拆百变拼盘	,2026-03-27 17:46:59	,**雪(152******09)	,28.90	,0.00	,196.66	,支付宝	,交易付款	,新款儿童益智DIY螺丝拼插积木蘑菇钉拼图玩具电钻装拆百变拼盘	
1570752532208645570	,2026032523001145571433770508	,T200P2701780069048029376	,新款儿童益智DIY螺丝拼插积木蘑菇钉拼图玩具电钻装拆百变拼盘	,2026-03-27 17:47:17	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,196.55	,支付宝	,交易分账	,基础软件服务费(2701780069048029376)扣款	
1570752478281745570	,2026032523001145571433770508	,T200P2701780069048029376	,新款儿童益智DIY螺丝拼插积木蘑菇钉拼图玩具电钻装拆百变拼盘	,2026-03-27 17:47:18	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,196.49	,支付宝	,交易分账	,基础软件服务费(2701780069048029376)扣款	
1570771422855074151	,2026032222001174151442684534	,T200P2701776109071004460	,电动透明齿轮特技车炫彩音乐灯光360旋转特技翻滚翻斗玩具车地摊	,2026-03-27 18:40:02	,*玲(130******08)	,16.90	,0.00	,213.39	,支付宝	,交易付款	,电动透明齿轮特技车炫彩音乐灯光360旋转特技翻滚翻斗玩具车地摊	
1570771255214274150	,2026032222001174151442684534	,T200P2701776109071004460	,电动透明齿轮特技车炫彩音乐灯光360旋转特技翻滚翻斗玩具车地摊	,2026-03-27 18:40:28	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.10	,213.29	,支付宝	,交易分账	,基础软件服务费(2701776109071004460)扣款	
1570863641619542521	,2020062310002001520253220215|20260327278858185202	,F-capital-general-C-CG62603279150835370	,	,2026-03-27 22:38:32	,**林(136******21)	,3.00	,0.00	,216.29	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570863142983981520	,2026032700073032521700Y6RVBG	,vouchercore|2026032700073032521700Y6RVBG	,	,2026-03-27 22:38:33	,2088************0156	,0.00	,-3.00	,213.29	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M191034142857594	
1571139590793800541	,2020062310002001520253220215|20260327255369365202	,F-capital-general-C-CG62603279168288075	,	,2026-03-27 22:55:14	,**林(136******21)	,3.00	,0.00	,216.29	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570866425276817520	,2020062310002001520253220215	,C-jibu-F-204942a205c3c8c51cebf58cf552f641	,	,2026-03-27 22:55:15	,**林(136******21)	,0.00	,-2.10	,214.19	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570863654200343520	,2026032700073032521700Y6Q6V8	,vouchercore|2026032700073032521700Y6Q6V8	,	,2026-03-27 22:55:15	,2088************0156	,0.00	,-3.00	,211.19	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M191034188807594	
1570734986367179971	,2026032422001179971403592794	,T200P2701784391015101782	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-28 00:44:31	,8*(852-61****98)	,17.81	,0.00	,229.00	,支付宝	,交易付款	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	
1570734973820179970	,2026032422001179971403592794	,T200P2701784391015101782	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-28 00:45:59	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,228.89	,支付宝	,交易分账	,基础软件服务费(2701784391015101782)扣款	
1570735015303379970	,2026032422001179971403592794	,T200P2701784391015101782	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-28 00:46:00	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.78	,227.11	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(2701784391015101782)端内扣款	
1570734973820379970	,2026032422001179971403592794	,T200P2701784391015101782	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-28 00:46:02	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.89	,226.22	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(2701784391015101782)扣款	
1570793722743716331	,2026030223001116331453940692	,T200P5093123870237131727	,儿童趣味螃蟹泡泡机宝宝沐浴浴室洗澡儿童戏水小青蛙玩具电动音乐	,2026-03-28 11:11:39	,*弛(zha***@icloud.com)	,23.92	,0.00	,250.14	,支付宝	,交易付款	,儿童趣味螃蟹泡泡机宝宝沐浴浴室洗澡儿童戏水小青蛙玩具电动音乐	
1570793745847516330	,2026030223001116331453940692	,T200P5093123870237131727	,儿童趣味螃蟹泡泡机宝宝沐浴浴室洗澡儿童戏水小青蛙玩具电动音乐	,2026-03-28 11:12:09	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.14	,250.00	,支付宝	,交易分账	,基础软件服务费(5093123870237131727)扣款	
1570793585607416330	,2026030223001116331453940692	,T200P5093123870237131727	,儿童趣味螃蟹泡泡机宝宝沐浴浴室洗澡儿童戏水小青蛙玩具电动音乐	,2026-03-28 11:12:10	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-2.39	,247.61	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5093123870237131727)端内扣款	
1570793591844416330	,2026030223001116331453940692	,T200P5093123870237131727	,儿童趣味螃蟹泡泡机宝宝沐浴浴室洗澡儿童戏水小青蛙玩具电动音乐	,2026-03-28 11:12:11	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.20	,246.41	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5093123870237131727)扣款	
1570727545586986901	,2026032422001186901449462084	,T200P2701767756157030785	,儿童大号3D立体拼图diy手工益智玩具拼图宝宝卧室拼插建筑玩具	,2026-03-28 11:18:51	,*佳(159******02)	,5.57	,0.00	,251.98	,支付宝	,交易付款	,儿童大号3D立体拼图diy手工益智玩具拼图宝宝卧室拼插建筑玩具	
1570727725851086900	,2026032422001186901449462084	,T200P2701767756157030785	,儿童大号3D立体拼图diy手工益智玩具拼图宝宝卧室拼插建筑玩具	,2026-03-28 11:19:06	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.03	,251.95	,支付宝	,交易分账	,基础软件服务费(2701767756157030785)扣款	
1570727538915786901	,2026032322001186901447981998	,T200P2701774887085003957	,儿童大号3D立体拼图diy手工益智玩具拼图宝宝卧室拼插建筑玩具	,2026-03-28 11:19:09	,*佳(159******02)	,5.57	,0.00	,257.52	,支付宝	,交易付款	,儿童大号3D立体拼图diy手工益智玩具拼图宝宝卧室拼插建筑玩具	
1570727534348886900	,2026032322001186901447981998	,T200P2701774887085003957	,儿童大号3D立体拼图diy手工益智玩具拼图宝宝卧室拼插建筑玩具	,2026-03-28 11:19:42	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.03	,257.49	,支付宝	,交易分账	,基础软件服务费(2701774887085003957)扣款	
1570753960091206641	,2026030823001106641404516279	,T200P3282701340257210794	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 11:42:30	,* HOI CHING(tso***@gmail.com)	,36.86	,0.00	,294.35	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570754110541306640	,2026030823001106641404516279	,T200P3282701340257210794	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 11:42:33	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,294.13	,支付宝	,交易分账	,基础软件服务费(3282701340257210794)扣款	
1570753974278106640	,2026030823001106641404516279	,T200P3282701340257210794	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 11:42:34	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-3.69	,290.44	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3282701340257210794)端内扣款	
1570753891163306640	,2026030823001106641404516279	,T200P3282701340257210794	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 11:42:35	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-1.84	,288.60	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3282701340257210794)扣款	
1570866508292617520	,20260328019130101000520046174950	,20260328009130501000520099192551	,	,2026-03-28 11:57:19	,****y	,0.00	,-288.60	,0.00	,支付宝	,转账	,余额自动转入	
1570742475696516651	,2020062310002001520253220215|20260328258119885202	,F-capital-general-C-CG62603289153928137	,	,2026-03-28 12:37:52	,**林(136******21)	,3.00	,0.00	,3.00	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570862398455080520	,2026032800073032521700Y6V4RG	,vouchercore|2026032800073032521700Y6V4RG	,	,2026-03-28 12:37:53	,2088************0156	,0.00	,-3.00	,0.00	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M191056002397594	
1570739477415124951	,2026031723001124951436150170	,T200P4502164032016023214	,蒙氏教具早教亲子互动益智敲钉子锤子打桩台玩具儿童专注力训练	,2026-03-28 13:30:45	,*玲(152******62)	,15.53	,0.00	,15.53	,支付宝	,交易付款	,蒙氏教具早教亲子互动益智敲钉子锤子打桩台玩具儿童专注力训练	
1570746112518349711	,2026031723001149711410108979	,T200P2701755914016052789	,早教卡片机英文有声读物插卡即读儿童益智启蒙教育学习机亲子礼物	,2026-03-28 13:30:52	,**威(134******24)	,14.80	,0.00	,30.33	,支付宝	,交易付款	,早教卡片机英文有声读物插卡即读儿童益智启蒙教育学习机亲子礼物	
1570739541500124950	,2026031723001124951436150170	,T200P4502164032016023214	,蒙氏教具早教亲子互动益智敲钉子锤子打桩台玩具儿童专注力训练	,2026-03-28 13:30:54	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,30.24	,支付宝	,交易分账	,基础软件服务费(4502164032016023214)扣款	
1570745997977449710	,2026031723001149711410108979	,T200P2701755914016052789	,早教卡片机英文有声读物插卡即读儿童益智启蒙教育学习机亲子礼物	,2026-03-28 13:31:08	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,30.15	,支付宝	,交易分账	,基础软件服务费(2701755914016052789)扣款	
1570866424759117520	,2020062310002001520253220215	,C-jibu-F-88cba60068c67277a54de892f8ccd84d_2026032800207207520051189701	,	,2026-03-28 13:31:11	,**林(136******21)	,0.00	,-3.00	,27.15	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570732469911397831	,2026031822001197831440350174	,T200P4502174364031002815	,儿童趣味大嘴巴喇叭电动泡泡机全自动喷泡泡枪儿童吹泡泡玩具游戏	,2026-03-28 16:08:48	,**群(qq0***@21cn.com)	,9.90	,0.00	,37.05	,支付宝	,交易付款	,儿童趣味大嘴巴喇叭电动泡泡机全自动喷泡泡枪儿童吹泡泡玩具游戏	
1570778257561149011	,2026031823001149011441116283	,T200P4502162736033004608	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	,2026-03-28 16:16:43	,**杰(199***@qq.com)	,46.32	,0.00	,83.37	,支付宝	,交易付款	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	
1570778258835149010	,2026031823001149011441116283	,T200P4502162736033004608	,儿童早教仿真开关插座忙碌板LED电路板蒙氏早教物理科教益智玩具	,2026-03-28 16:17:08	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.28	,83.09	,支付宝	,交易分账	,基础软件服务费(4502162736033004608)扣款	
1570732493409897830	,2026031822001197831440350174	,T200P4502174364031002815	,儿童趣味大嘴巴喇叭电动泡泡机全自动喷泡泡枪儿童吹泡泡玩具游戏	,2026-03-28 16:18:34	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,83.03	,支付宝	,交易分账	,基础软件服务费(4502174364031002815)扣款	
1570780995096397451	,2026032022001197451410470635	,T200P2701766388012043955	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 17:49:18	,6*(65-813***00)	,12.57	,0.00	,95.60	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570780966846397450	,2026032022001197451410470635	,T200P2701766388012043955	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 17:49:36	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.08	,95.52	,支付宝	,交易分账	,基础软件服务费(2701766388012043955)扣款	
1570780741246597450	,2026032022001197451410470635	,T200P2701766388012043955	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-28 17:49:37	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.26	,94.26	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(2701766388012043955)端内扣款	
